2013 area unit name,WGS84 longitude of a sample point in the area unit,WGS84 latitude of sample point
Waitaramoa,174.7944,-36.86959
Waitaramoa,174.79598,-36.86652
Waitaramoa,174.79687,-36.8656
Waitaramoa,174.79724,-36.8757
Waitaramoa,174.79532,-36.86893
Waitaramoa,174.79694,-36.87041
Waitaramoa,174.79781,-36.87953
Waitaramoa,174.79734,-36.8791
Waitaramoa,174.7896,-36.87604
Waitaramoa,174.79978,-36.86411
Waitaramoa,174.79085,-36.87814
Waitaramoa,174.79676,-36.87418
Waitaramoa,174.79305,-36.86641
Waitaramoa,174.79943,-36.86539
Waitaramoa,174.79626,-36.86861
Waitaramoa,174.79968,-36.86808
Waitaramoa,174.79141,-36.87117
Waitaramoa,174.79642,-36.87996
Waitakere,174.57388,-36.84427
Waitakere,174.55236,-36.85251
Waitakere,174.5468,-36.84752
Waitakere,174.54133,-36.86896
Waitakere,174.57264,-36.84444
Waitakere,174.5136,-36.86205
Waitakere,174.53474,-36.87086
Waitakere,174.55604,-36.87009
Waitakere,174.54941,-36.87437
Waitakere,174.56017,-36.85351
Waitakere,174.5365,-36.85286
Waitakere,174.52345,-36.86949
Waitakere,174.55821,-36.84908
Waitakere,174.55332,-36.86583
Waitakere,174.57154,-36.84572
Waitakere,174.54544,-36.86926
Waitakere,174.55001,-36.86834
Waitakere,174.54159,-36.84897
Waitakere,174.56308,-36.86016
Waitakere,174.56042,-36.85051
Waitakere,174.55119,-36.85691
Waitakere,174.56618,-36.8651
Waitakere,174.52775,-36.86759
Waitakere,174.54186,-36.8504
Waitakere,174.55039,-36.84868
Waitakere,174.54687,-36.84714
Waitakere,174.57252,-36.84793
Waitakere,174.55914,-36.84533
Waitakere,174.54663,-36.86841
Waitakere,174.56131,-36.84829
Waitakere,174.53044,-36.86033
Waitakere,174.55828,-36.85642
Waitakere,174.52252,-36.85978
Waitakere,174.5532,-36.86559
Waitakere,174.55241,-36.87127
Waitakere,174.5526,-36.85966
Waitakere,174.51928,-36.87385
Waitakere,174.54571,-36.84864
Waitakere,174.53258,-36.85464
Waitakere,174.51551,-36.86465
Waitakere,174.55957,-36.86642
Waitakere,174.55486,-36.8694
Waitakere,174.56135,-36.86106
Waitakere,174.56616,-36.84719
Waitakere,174.54488,-36.87158
Waitakere,174.54485,-36.86494
Waitakere,174.50902,-36.86467
Waitakere,174.5439,-36.87539
Waitakere,174.54078,-36.87542
Waitakere,174.55521,-36.86448
Waitakere,174.54387,-36.84988
Waitakere,174.54642,-36.85307
Waitakere,174.5241,-36.86732
Waitakere,174.55991,-36.86807
Waitakere,174.56144,-36.84977
Waitakere,174.55611,-36.85151
Waitakere,174.53308,-36.85905
Waitakere,174.53776,-36.86897
Waitakere,174.5639,-36.85628
Waitakere,174.53621,-36.86573
Waitakere,174.51039,-36.86538
Waitakere,174.53827,-36.85383
Waitakere,174.54085,-36.87474
Waitakere,174.54717,-36.87051
Waitakere,174.57017,-36.85085
Waitakere,174.55091,-36.86288
Waitakere,174.51996,-36.87193
Waitakere,174.55991,-36.85611
Waitakere,174.53149,-36.86824
Waitakere,174.55136,-36.86464
Waitakere,174.56288,-36.8658
Waitakere,174.53286,-36.87525
Waitakere,174.55288,-36.8682
Waitakere,174.55227,-36.84694
Waitakere,174.53295,-36.85889
Waitakere,174.52132,-36.86978
Waitakere,174.56038,-36.85275
Waitakere,174.52278,-36.85968
Waitakere,174.54187,-36.86511
Waitakere,174.55185,-36.84825
Waitakere,174.53524,-36.87262
Waitakere,174.54136,-36.87238
Waitakere,174.55287,-36.84561
Waitakere,174.53365,-36.8712
Waitakere,174.55973,-36.84758
Waitakere,174.5475,-36.87115
Waitakere,174.54377,-36.86708
Waitakere,174.55035,-36.86534
Waitakere,174.56958,-36.8523
Waitakere,174.53969,-36.8607
Waitakere,174.52389,-36.87062
Waitakere,174.51576,-36.86419
Waitakere,174.54746,-36.87201
Waitakere,174.54466,-36.8682
Waitakere,174.54616,-36.85844
Waitakere,174.51943,-36.86757
Waitakere,174.54676,-36.85791
Waitakere,174.53832,-36.85551
Waitakere,174.56013,-36.84378
Waitakere,174.57391,-36.85037
Tangutu,174.64021,-36.91019
Tangutu,174.64177,-36.90685
Tangutu,174.63579,-36.91912
Tangutu,174.63196,-36.92535
Tangutu,174.6345,-36.91444
Tangutu,174.63827,-36.91975
Tangutu,174.63882,-36.91345
Tangutu,174.63811,-36.90496
Tangutu,174.63589,-36.91716
Tangutu,174.63031,-36.92152
Tangutu,174.6316,-36.92411
Tangutu,174.6345,-36.91385
Tangutu,174.63361,-36.91874
Tangutu,174.63135,-36.92001
Tangutu,174.63485,-36.9214
Tangutu,174.63702,-36.91559
Tangutu,174.63375,-36.91652
Tangutu,174.63613,-36.90685
Tangutu,174.63422,-36.91653
Tangutu,174.6338,-36.91637
Tangutu,174.63771,-36.91679
Tangutu,174.6357,-36.91443
Tangutu,174.63741,-36.90886
Tangutu,174.63859,-36.91247
Tangutu,174.63737,-36.90916
Tangutu,174.63125,-36.91957
Tangutu,174.63962,-36.91129
Tangutu,174.63598,-36.90838
Tangutu,174.63464,-36.91534
Tangutu,174.63872,-36.91324
Tangutu,174.63883,-36.91998
Tangutu,174.63534,-36.92278
Tangutu,174.63374,-36.91794
Tangutu,174.63501,-36.91554
Tangutu,174.63341,-36.9227
Tangutu,174.63807,-36.91622
Tangutu,174.63254,-36.923
Tangutu,174.63596,-36.92186
Tangutu,174.63893,-36.90718
Tangutu,174.63826,-36.92106
Tangutu,174.64149,-36.90847
Tangutu,174.63795,-36.91148
Tangutu,174.63737,-36.91308
Tangutu,174.63624,-36.91359
Tangutu,174.63282,-36.92455
Tangutu,174.63938,-36.91434
Tangutu,174.63221,-36.92079
Tangutu,174.63523,-36.91492
Tangutu,174.63631,-36.92225
Tangutu,174.6372,-36.91859
Tangutu,174.63049,-36.92497
Tangutu,174.63173,-36.92354
Tangutu,174.64527,-36.9083
Tangutu,174.63114,-36.91996
Tangutu,174.63941,-36.91039
Tangutu,174.6392,-36.91902
Tangutu,174.63343,-36.91881
Tangutu,174.63545,-36.92058
Tangutu,174.63004,-36.92194
Tangutu,174.64044,-36.91153
Tangutu,174.63541,-36.91638
Tangutu,174.63685,-36.90796
Tangutu,174.6365,-36.917
Tangutu,174.64069,-36.91066
Tangutu,174.63599,-36.91253
Tangutu,174.63105,-36.92248
Tangutu,174.63985,-36.90707
Tangutu,174.63809,-36.90591
Tangutu,174.63603,-36.91922
Tangutu,174.63799,-36.91491
Tangutu,174.63746,-36.92127
Tangutu,174.63828,-36.90944
Tangutu,174.63681,-36.90445
Tangutu,174.63373,-36.92122
Tangutu,174.6374,-36.91805
Tangutu,174.63742,-36.9084
Tangutu,174.6316,-36.92172
Tangutu,174.63633,-36.91515
Tangutu,174.6355,-36.90885
Tangutu,174.64054,-36.90697
Tangutu,174.639,-36.90945
Tangutu,174.63925,-36.91085
Tangutu,174.63151,-36.92196
Tangutu,174.63686,-36.91796
Tangutu,174.63765,-36.90851
Tangutu,174.63827,-36.90878
Tangutu,174.63641,-36.91401
Tangutu,174.64112,-36.9083
Tangutu,174.63578,-36.90882
Tangutu,174.63774,-36.91544
Tangutu,174.6335,-36.92291
Tangutu,174.6381,-36.91001
Tangutu,174.63132,-36.92471
Tangutu,174.63058,-36.92009
Tangutu,174.63588,-36.91931
Tangutu,174.63211,-36.9246
Tangutu,174.6376,-36.90926
Tangutu,174.6382,-36.92111
Tangutu,174.63955,-36.91042
Tangutu,174.63914,-36.91452
Wattle Farm,174.89631,-37.04557
Wattle Farm,174.891,-37.04265
Wattle Farm,174.89519,-37.04062
Wattle Farm,174.89486,-37.03858
Wattle Farm,174.88276,-37.03967
Wattle Farm,174.896,-37.04437
Wattle Farm,174.8952,-37.04365
Wattle Farm,174.88801,-37.04494
Wattle Farm,174.8911,-37.04986
Wattle Farm,174.9004,-37.03958
Wattle Farm,174.87165,-37.05041
Wattle Farm,174.88587,-37.04704
Wattle Farm,174.88887,-37.04762
Wattle Farm,174.88873,-37.04806
Wattle Farm,174.8849,-37.04767
Wattle Farm,174.87502,-37.05208
Wattle Farm,174.8931,-37.04171
Wattle Farm,174.87948,-37.04534
Wattle Farm,174.88609,-37.05213
Wattle Farm,174.88797,-37.05237
Wattle Farm,174.87602,-37.05421
Wattle Farm,174.88617,-37.04764
Wattle Farm,174.88838,-37.04723
Wattle Farm,174.8874,-37.05569
Wattle Farm,174.87093,-37.05139
Wattle Farm,174.88263,-37.05434
Wattle Farm,174.8742,-37.05135
Wattle Farm,174.88822,-37.04648
Wattle Farm,174.87812,-37.05253
Wattle Farm,174.89019,-37.0501
Wattle Farm,174.88524,-37.04777
Wattle Farm,174.89509,-37.04247
Wattle Farm,174.87925,-37.04618
Wattle Farm,174.87338,-37.05279
Wattle Farm,174.88977,-37.04039
Wattle Farm,174.88543,-37.05074
Wattle Farm,174.89834,-37.0429
Wattle Farm,174.87352,-37.04931
Wattle Farm,174.89206,-37.04672
Wattle Farm,174.88845,-37.05198
Wattle Farm,174.88786,-37.04504
Wattle Farm,174.88593,-37.03937
Wattle Farm,174.88152,-37.05511
Wattle Farm,174.87484,-37.05429
Wattle Farm,174.8784,-37.04793
Wattle Farm,174.88327,-37.05698
Wattle Farm,174.87751,-37.05051
Wattle Farm,174.87837,-37.05147
Wattle Farm,174.87811,-37.0501
Wattle Farm,174.87251,-37.05058
Wattle Farm,174.89431,-37.03923
Wattle Farm,174.88923,-37.04099
Wattle Farm,174.88143,-37.03949
Wattle Farm,174.89857,-37.04226
Wattle Farm,174.87166,-37.05295
Wattle Farm,174.89616,-37.04297
Wattle Farm,174.89582,-37.03857
Wattle Farm,174.8779,-37.05018
Wattle Farm,174.88683,-37.05634
Wattle Farm,174.89955,-37.03801
Wattle Farm,174.8865,-37.04913
Wattle Farm,174.88309,-37.0413
Wattle Farm,174.88784,-37.0572
Wattle Farm,174.88471,-37.05324
Wattle Farm,174.89143,-37.04493
Wattle Farm,174.89636,-37.03919
Wattle Farm,174.88492,-37.04679
Wattle Farm,174.89475,-37.04059
Wattle Farm,174.8835,-37.05021
Wattle Farm,174.8725,-37.05154
Wattle Farm,174.88765,-37.05839
Wattle Farm,174.87975,-37.05089
Wattle Farm,174.88627,-37.05769
Wattle Farm,174.89627,-37.04154
Wattle Farm,174.8837,-37.04928
Wattle Farm,174.8939,-37.04008
Wattle Farm,174.88282,-37.04886
Wattle Farm,174.88924,-37.0447
Wattle Farm,174.90019,-37.03786
Wattle Farm,174.89307,-37.04871
Wattle Farm,174.88013,-37.05199
Wattle Farm,174.88883,-37.0488
Wattle Farm,174.88207,-37.04915
Wattle Farm,174.89314,-37.0415
Wattle Farm,174.87165,-37.04942
Wattle Farm,174.87836,-37.05122
Wattle Farm,174.8976,-37.04464
Wattle Farm,174.89123,-37.04471
Wattle Farm,174.89067,-37.03805
Wattle Farm,174.88681,-37.05012
Wattle Farm,174.88717,-37.05492
Wattle Farm,174.87958,-37.05224
Wattle Farm,174.8966,-37.03893
Wattle Farm,174.88791,-37.03816
Wattle Farm,174.88278,-37.05003
Wattle Farm,174.89449,-37.03805
Wattle Farm,174.88931,-37.04768
Wattle Farm,174.88663,-37.04873
Wattle Farm,174.88154,-37.05218
Wattle Farm,174.88672,-37.04725
Papakura South,174.96084,-37.06901
Papakura South,174.95799,-37.0707
Papakura South,174.96473,-37.06768
Papakura South,174.97111,-37.07737
Papakura South,174.95975,-37.07045
Papakura South,174.9531,-37.06779
Papakura South,174.96471,-37.06895
Papakura South,174.96566,-37.07604
Papakura South,174.95767,-37.07064
Papakura South,174.95901,-37.07551
Papakura South,174.96229,-37.07294
Papakura South,174.96466,-37.07418
Papakura South,174.96065,-37.06728
Papakura South,174.95824,-37.07423
Papakura South,174.9573,-37.06708
Papakura South,174.95353,-37.06825
Papakura South,174.9637,-37.07602
Papakura South,174.96422,-37.07198
Papakura South,174.95795,-37.07802
Papakura South,174.95828,-37.06621
Papakura South,174.97047,-37.07511
Papakura South,174.96529,-37.06847
Papakura South,174.95314,-37.07151
Papakura South,174.95453,-37.07104
Papakura South,174.96734,-37.07755
Papakura South,174.95521,-37.06811
Papakura South,174.96418,-37.07378
Papakura South,174.96869,-37.07314
Papakura South,174.95955,-37.07213
Papakura South,174.96467,-37.07533
Papakura South,174.96711,-37.0743
Papakura South,174.96045,-37.06721
Papakura South,174.96479,-37.06589
Papakura South,174.96804,-37.0708
Papakura South,174.96934,-37.07232
Papakura South,174.95819,-37.07805
Papakura South,174.96615,-37.07251
Papakura South,174.96568,-37.06991
Papakura South,174.95485,-37.06703
Papakura South,174.97051,-37.07578
Papakura South,174.9629,-37.06791
Papakura South,174.97142,-37.07481
Papakura South,174.96377,-37.07653
Papakura South,174.95907,-37.07603
Papakura South,174.95804,-37.07602
Papakura South,174.95567,-37.06738
Papakura South,174.9653,-37.07243
Papakura South,174.95765,-37.07011
Papakura South,174.9674,-37.07773
Papakura South,174.95331,-37.06899
Papakura South,174.95386,-37.06762
Papakura South,174.97013,-37.0724
Papakura South,174.96967,-37.0755
Papakura South,174.96562,-37.07302
Papakura South,174.96173,-37.07005
Papakura South,174.97243,-37.07706
Papakura South,174.96119,-37.07688
Papakura South,174.9585,-37.07146
Papakura South,174.97009,-37.07481
Papakura South,174.96078,-37.07659
Papakura South,174.97421,-37.07516
Papakura South,174.96129,-37.07221
Papakura South,174.95914,-37.07581
Papakura South,174.95191,-37.07172
Papakura South,174.95738,-37.07613
Papakura South,174.96065,-37.07115
Papakura South,174.95802,-37.07768
Papakura South,174.96575,-37.07087
Papakura South,174.96065,-37.07743
Papakura South,174.9637,-37.07034
Papakura South,174.96485,-37.07411
Papakura South,174.96047,-37.06674
Papakura South,174.96619,-37.0743
Papakura South,174.95966,-37.06816
Papakura South,174.95852,-37.07334
Papakura South,174.95253,-37.06812
Papakura South,174.95802,-37.07519
Papakura South,174.96266,-37.07028
Papakura South,174.96898,-37.07694
Papakura South,174.95658,-37.0669
Papakura South,174.95511,-37.06681
Papakura South,174.95547,-37.06641
Papakura South,174.97058,-37.07678
Papakura South,174.9674,-37.07119
Papakura South,174.96248,-37.07092
Papakura South,174.95286,-37.06795
Papakura South,174.96389,-37.06928
Papakura South,174.96038,-37.06797
Papakura South,174.96373,-37.06994
Papakura South,174.96201,-37.07474
Papakura South,174.96295,-37.0679
Papakura South,174.96254,-37.06593
Papakura South,174.96787,-37.07468
Papakura South,174.96723,-37.07746
Papakura South,174.96696,-37.07625
Papakura South,174.96167,-37.07291
Papakura South,174.96547,-37.07466
Papakura South,174.95691,-37.06745
Papakura South,174.96572,-37.07197
Papakura South,174.96513,-37.07669
Vipond,174.71242,-36.61672
Vipond,174.71709,-36.61722
Vipond,174.71303,-36.61311
Vipond,174.71817,-36.62044
Vipond,174.7171,-36.61391
Vipond,174.71135,-36.61617
Vipond,174.72006,-36.61961
Vipond,174.72576,-36.61904
Vipond,174.71552,-36.61488
Vipond,174.71137,-36.61661
Vipond,174.72028,-36.61625
Vipond,174.71603,-36.62031
Vipond,174.71674,-36.62153
Vipond,174.71059,-36.6148
Vipond,174.71804,-36.61592
Vipond,174.71068,-36.61547
Vipond,174.71814,-36.6186
Vipond,174.71804,-36.6224
Vipond,174.71929,-36.61557
Vipond,174.71675,-36.6192
Vipond,174.71485,-36.61541
Vipond,174.718,-36.62476
Vipond,174.71715,-36.61621
Vipond,174.71249,-36.61959
Vipond,174.72042,-36.61898
Vipond,174.7169,-36.61249
Vipond,174.72221,-36.61963
Vipond,174.72071,-36.61255
Vipond,174.71601,-36.61754
Vipond,174.71895,-36.61481
Vipond,174.7125,-36.61739
Vipond,174.71081,-36.61273
Vipond,174.71275,-36.61859
Vipond,174.71579,-36.61703
Vipond,174.71665,-36.61588
Vipond,174.71895,-36.61846
Vipond,174.72156,-36.6135
Vipond,174.72343,-36.61487
Vipond,174.71679,-36.62317
Vipond,174.7224,-36.61287
Vipond,174.71314,-36.62041
Vipond,174.70877,-36.61416
Vipond,174.72021,-36.619
Vipond,174.7139,-36.61501
Vipond,174.71928,-36.62023
Vipond,174.72322,-36.6147
Vipond,174.72209,-36.614
Vipond,174.7186,-36.62196
Vipond,174.70782,-36.61209
Vipond,174.7201,-36.61887
Vipond,174.71098,-36.61705
Vipond,174.72188,-36.61429
Vipond,174.72291,-36.61825
Vipond,174.72004,-36.61793
Vipond,174.71919,-36.6176
Vipond,174.72125,-36.6119
Vipond,174.72315,-36.61496
Vipond,174.72775,-36.61855
Vipond,174.72284,-36.61569
Vipond,174.71719,-36.62018
Vipond,174.7129,-36.61515
Vipond,174.71823,-36.62482
Vipond,174.7177,-36.61412
Vipond,174.71543,-36.61581
Vipond,174.7209,-36.61676
Vipond,174.71573,-36.61528
Vipond,174.72741,-36.61838
Vipond,174.71894,-36.62214
Vipond,174.71768,-36.62467
Vipond,174.7112,-36.6151
Vipond,174.72243,-36.61431
Vipond,174.72435,-36.61661
Vipond,174.71922,-36.62397
Vipond,174.7159,-36.62021
Vipond,174.71432,-36.61679
Vipond,174.70838,-36.61297
Vipond,174.72114,-36.61626
Vipond,174.7183,-36.62383
Vipond,174.71697,-36.62123
Vipond,174.72237,-36.61627
Vipond,174.71216,-36.61559
Vipond,174.7268,-36.6176
Vipond,174.72396,-36.61886
Vipond,174.72445,-36.61593
Vipond,174.71372,-36.62147
Vipond,174.70871,-36.61208
Vipond,174.71674,-36.61734
Vipond,174.71874,-36.62169
Vipond,174.71544,-36.62125
Vipond,174.71447,-36.6232
Vipond,174.71163,-36.61787
Vipond,174.71913,-36.62066
Vipond,174.71949,-36.62157
Vipond,174.71685,-36.61749
Vipond,174.71746,-36.62349
Vipond,174.71488,-36.61776
Vipond,174.72171,-36.61854
Vipond,174.70952,-36.61148
Vipond,174.72326,-36.61854
Vipond,174.71826,-36.62249
Pakuranga East,174.88475,-36.91424
Pakuranga East,174.88839,-36.9182
Pakuranga East,174.88477,-36.91799
Pakuranga East,174.88499,-36.9166
Pakuranga East,174.88934,-36.92164
Pakuranga East,174.89157,-36.90891
Pakuranga East,174.88378,-36.91269
Pakuranga East,174.88372,-36.91486
Pakuranga East,174.88772,-36.9205
Pakuranga East,174.88967,-36.90961
Pakuranga East,174.88427,-36.91285
Pakuranga East,174.89175,-36.91556
Pakuranga East,174.88858,-36.91456
Pakuranga East,174.89028,-36.91713
Pakuranga East,174.8871,-36.90922
Pakuranga East,174.88257,-36.92033
Pakuranga East,174.88482,-36.91027
Pakuranga East,174.88444,-36.91712
Pakuranga East,174.88984,-36.90603
Pakuranga East,174.88679,-36.90968
Pakuranga East,174.88278,-36.91867
Pakuranga East,174.88658,-36.91057
Pakuranga East,174.89046,-36.91708
Pakuranga East,174.8868,-36.91287
Pakuranga East,174.88864,-36.90944
Pakuranga East,174.88542,-36.91012
Pakuranga East,174.88736,-36.91879
Pakuranga East,174.88852,-36.91005
Pakuranga East,174.88854,-36.91854
Pakuranga East,174.8846,-36.91677
Pakuranga East,174.89123,-36.90984
Pakuranga East,174.89197,-36.91408
Pakuranga East,174.88809,-36.9166
Pakuranga East,174.89302,-36.91402
Pakuranga East,174.89232,-36.91448
Pakuranga East,174.88321,-36.91402
Pakuranga East,174.88831,-36.90886
Pakuranga East,174.88196,-36.91852
Pakuranga East,174.89187,-36.91961
Pakuranga East,174.88902,-36.9145
Pakuranga East,174.89357,-36.91833
Pakuranga East,174.8882,-36.91082
Pakuranga East,174.8938,-36.91767
Pakuranga East,174.88643,-36.9216
Pakuranga East,174.88871,-36.91062
Pakuranga East,174.88662,-36.91951
Pakuranga East,174.88927,-36.91326
Pakuranga East,174.89307,-36.91265
Pakuranga East,174.88808,-36.92142
Pakuranga East,174.8909,-36.91958
Pakuranga East,174.88994,-36.91092
Pakuranga East,174.88865,-36.91089
Pakuranga East,174.88763,-36.92332
Pakuranga East,174.88827,-36.92259
Pakuranga East,174.88756,-36.90963
Pakuranga East,174.88218,-36.91994
Pakuranga East,174.89001,-36.91693
Pakuranga East,174.88422,-36.91687
Pakuranga East,174.88607,-36.91715
Pakuranga East,174.88696,-36.91633
Pakuranga East,174.89043,-36.91181
Pakuranga East,174.88692,-36.91121
Pakuranga East,174.88801,-36.914
Pakuranga East,174.8846,-36.90993
Pakuranga East,174.886,-36.91346
Pakuranga East,174.8909,-36.91898
Pakuranga East,174.88718,-36.90894
Pakuranga East,174.88256,-36.91951
Pakuranga East,174.88827,-36.91377
Pakuranga East,174.89305,-36.91836
Pakuranga East,174.88823,-36.91763
Pakuranga East,174.88729,-36.91995
Pakuranga East,174.89467,-36.91732
Pakuranga East,174.8938,-36.9184
Pakuranga East,174.889,-36.92014
Pakuranga East,174.88876,-36.91528
Pakuranga East,174.89452,-36.91664
Pakuranga East,174.89082,-36.91766
Pakuranga East,174.8861,-36.91687
Pakuranga East,174.88581,-36.9134
Pakuranga East,174.89269,-36.91454
Pakuranga East,174.8915,-36.91368
Pakuranga East,174.89179,-36.91112
Pakuranga East,174.88614,-36.91611
Pakuranga East,174.88972,-36.91875
Pakuranga East,174.88338,-36.91934
Pakuranga East,174.89074,-36.91716
Pakuranga East,174.89208,-36.91074
Pakuranga East,174.8951,-36.91706
Pakuranga East,174.88753,-36.92049
Pakuranga East,174.88934,-36.92081
Pakuranga East,174.8909,-36.91455
Pakuranga East,174.88664,-36.90779
Pakuranga East,174.88925,-36.91158
Pakuranga East,174.89438,-36.91636
Pakuranga East,174.89161,-36.91894
Pakuranga East,174.88945,-36.91703
Pakuranga East,174.89313,-36.91803
Pakuranga East,174.88429,-36.92105
Pakuranga East,174.89265,-36.91151
Akarana,174.74065,-36.90882
Akarana,174.73859,-36.91783
Akarana,174.74026,-36.91746
Akarana,174.74036,-36.92154
Akarana,174.73576,-36.91794
Akarana,174.74105,-36.91975
Akarana,174.74231,-36.9181
Akarana,174.73651,-36.9203
Akarana,174.73416,-36.91612
Akarana,174.73872,-36.9146
Akarana,174.73345,-36.91498
Akarana,174.74349,-36.91055
Akarana,174.74607,-36.91154
Akarana,174.73451,-36.91042
Akarana,174.7398,-36.92016
Akarana,174.74163,-36.91485
Akarana,174.74228,-36.9163
Akarana,174.73989,-36.91055
Akarana,174.74575,-36.90653
Akarana,174.74292,-36.91818
Akarana,174.73353,-36.91375
Akarana,174.73302,-36.91375
Akarana,174.74602,-36.91242
Akarana,174.7468,-36.91251
Akarana,174.74966,-36.90843
Akarana,174.73688,-36.91363
Akarana,174.73935,-36.92171
Akarana,174.7341,-36.91843
Akarana,174.73392,-36.91228
Akarana,174.74771,-36.90865
Akarana,174.737,-36.91604
Akarana,174.74253,-36.91746
Akarana,174.73814,-36.91769
Akarana,174.73071,-36.91476
Akarana,174.74234,-36.91311
Akarana,174.7395,-36.91179
Akarana,174.74345,-36.91103
Akarana,174.74367,-36.9173
Akarana,174.74413,-36.91322
Akarana,174.74443,-36.90747
Akarana,174.74173,-36.90849
Akarana,174.7398,-36.91881
Akarana,174.74174,-36.91018
Akarana,174.741,-36.90724
Akarana,174.74008,-36.91378
Akarana,174.74048,-36.91264
Akarana,174.74159,-36.90775
Akarana,174.7373,-36.91118
Akarana,174.74871,-36.90927
Akarana,174.7401,-36.90486
Akarana,174.74162,-36.92072
Akarana,174.74938,-36.90773
Akarana,174.74071,-36.90598
Akarana,174.74274,-36.90948
Akarana,174.7329,-36.91611
Akarana,174.73977,-36.91523
Akarana,174.74553,-36.90714
Akarana,174.74414,-36.90877
Akarana,174.73556,-36.91562
Akarana,174.73729,-36.9192
Akarana,174.73958,-36.90644
Akarana,174.74561,-36.90788
Akarana,174.73922,-36.91325
Akarana,174.74231,-36.9142
Akarana,174.73246,-36.91384
Akarana,174.74524,-36.90907
Akarana,174.73397,-36.9169
Akarana,174.74829,-36.90746
Akarana,174.73159,-36.91439
Akarana,174.73858,-36.91391
Akarana,174.74476,-36.91028
Akarana,174.74404,-36.90958
Akarana,174.74121,-36.90538
Akarana,174.74708,-36.91142
Akarana,174.74059,-36.91453
Akarana,174.74055,-36.91501
Akarana,174.74257,-36.91573
Akarana,174.7493,-36.91025
Akarana,174.73774,-36.90707
Akarana,174.74654,-36.91087
Akarana,174.74174,-36.91148
Akarana,174.74394,-36.91238
Akarana,174.73874,-36.9196
Akarana,174.74823,-36.90967
Akarana,174.73599,-36.91677
Akarana,174.74126,-36.92001
Akarana,174.74245,-36.90985
Akarana,174.74401,-36.91655
Akarana,174.74079,-36.91263
Akarana,174.73651,-36.91404
Akarana,174.73192,-36.91456
Akarana,174.73881,-36.90505
Akarana,174.74131,-36.91441
Akarana,174.73904,-36.90993
Akarana,174.73824,-36.91636
Akarana,174.74245,-36.91239
Akarana,174.7468,-36.91194
Akarana,174.73939,-36.91065
Akarana,174.73928,-36.92247
Akarana,174.74916,-36.91003
Opanuku,174.5519,-36.88596
Opanuku,174.54697,-36.9132
Opanuku,174.57563,-36.9213
Opanuku,174.57486,-36.9056
Opanuku,174.57546,-36.92122
Opanuku,174.60621,-36.90343
Opanuku,174.57185,-36.91161
Opanuku,174.60713,-36.90623
Opanuku,174.55103,-36.89274
Opanuku,174.58896,-36.89393
Opanuku,174.5503,-36.90528
Opanuku,174.5687,-36.92313
Opanuku,174.57459,-36.89732
Opanuku,174.57963,-36.9086
Opanuku,174.55286,-36.90925
Opanuku,174.55163,-36.90508
Opanuku,174.57598,-36.91228
Opanuku,174.59238,-36.88886
Opanuku,174.59846,-36.90016
Opanuku,174.54541,-36.89984
Opanuku,174.56432,-36.89912
Opanuku,174.60542,-36.90644
Opanuku,174.60033,-36.88916
Opanuku,174.57053,-36.89118
Opanuku,174.58613,-36.9039
Opanuku,174.55867,-36.92045
Opanuku,174.57991,-36.89133
Opanuku,174.55723,-36.90166
Opanuku,174.55355,-36.91987
Opanuku,174.57548,-36.89329
Opanuku,174.54786,-36.90872
Opanuku,174.60017,-36.88883
Opanuku,174.57236,-36.8945
Opanuku,174.58911,-36.91517
Opanuku,174.60047,-36.91571
Opanuku,174.58643,-36.90811
Opanuku,174.58917,-36.8927
Opanuku,174.58072,-36.91667
Opanuku,174.58698,-36.90884
Opanuku,174.58044,-36.90537
Opanuku,174.61227,-36.90413
Opanuku,174.60349,-36.909
Opanuku,174.55407,-36.92309
Opanuku,174.60299,-36.91262
Opanuku,174.58826,-36.89604
Opanuku,174.57965,-36.89137
Opanuku,174.54936,-36.90365
Opanuku,174.57928,-36.91655
Opanuku,174.58216,-36.91777
Opanuku,174.60603,-36.90691
Opanuku,174.55371,-36.89108
Opanuku,174.55411,-36.8883
Opanuku,174.60027,-36.89818
Opanuku,174.60449,-36.9084
Opanuku,174.57442,-36.91255
Opanuku,174.55058,-36.8893
Opanuku,174.57882,-36.90538
Opanuku,174.59693,-36.90452
Opanuku,174.59371,-36.90064
Opanuku,174.5474,-36.89576
Opanuku,174.54601,-36.88623
Opanuku,174.5969,-36.89132
Opanuku,174.56968,-36.90432
Opanuku,174.55063,-36.91887
Opanuku,174.56955,-36.92713
Opanuku,174.57648,-36.89208
Opanuku,174.56963,-36.88992
Opanuku,174.5534,-36.89179
Opanuku,174.57675,-36.91756
Opanuku,174.56657,-36.89339
Opanuku,174.57306,-36.91009
Opanuku,174.55678,-36.91571
Opanuku,174.56637,-36.9082
Opanuku,174.54718,-36.90782
Opanuku,174.59187,-36.88909
Opanuku,174.59354,-36.89015
Opanuku,174.57539,-36.91638
Opanuku,174.5846,-36.89332
Opanuku,174.56641,-36.89713
Opanuku,174.59005,-36.89963
Opanuku,174.57304,-36.90586
Opanuku,174.5832,-36.90639
Opanuku,174.55766,-36.92339
Opanuku,174.57352,-36.92529
Opanuku,174.5673,-36.91097
Opanuku,174.56662,-36.91866
Opanuku,174.55561,-36.88644
Opanuku,174.57934,-36.91855
Opanuku,174.60377,-36.90193
Opanuku,174.55266,-36.88571
